Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Correspondence Address,Publisher
"de Almeida J.P.L.S., Nakashima R.T., Neves-Jr F., de Arruda L.V.R.","55609217900;57204723468;7004435369;7004947253;","Bio-inspired on-line path planner for cooperative exploration of unknown environment by a Multi-Robot System",2019,"Robotics and Autonomous Systems","112",,,"32","48",,18,"10.1016/j.robot.2018.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056807191&doi=10.1016%2fj.robot.2018.11.005&partnerID=40&md5=2c4d78fa95a7f38f1185bbef03bf7ca3","Federal Institute of Paraná (IFPR), Av. Dr. Tito, s/n, Jardim Panorama, Jacarezinho, PR, Brazil; Federal University of Technology - Paraná (UTFPR), Av. Sete de Setembro, 3165, Curitiba, PR, Brazil","de Almeida, J.P.L.S., Federal Institute of Paraná (IFPR), Av. Dr. Tito, s/n, Jardim Panorama, Jacarezinho, PR, Brazil, Federal University of Technology - Paraná (UTFPR), Av. Sete de Setembro, 3165, Curitiba, PR, Brazil; Nakashima, R.T., Federal University of Technology - Paraná (UTFPR), Av. Sete de Setembro, 3165, Curitiba, PR, Brazil; Neves-Jr, F., Federal University of Technology - Paraná (UTFPR), Av. Sete de Setembro, 3165, Curitiba, PR, Brazil; de Arruda, L.V.R., Federal University of Technology - Paraná (UTFPR), Av. Sete de Setembro, 3165, Curitiba, PR, Brazil","Distributed control; Indirect communication; Multi-robot system; Path planning","Distributed parameter control systems; Industrial robots; Motion planning; Multipurpose robots; Robot learning; Cooperative exploration; Distributed control; Distributed navigation; Indirect communication; Limited communication; Multi-robot systems; On-line path planners; Simulated environment; Robot programming","Conselho Nacional de Desenvolvimento Científico e Tecnológico","The authors acknowledgefinancial support from Brazilian Research Council (CNPq), Brazil : grants 305816/2014-4 and 309119/2015-4 ).",,,"de Arruda, L.V.R.; Federal University of Technology - Paraná (UTFPR), Av. Sete de Setembro, 3165, Curitiba, PR, Brazil; email: lvrarruda@utfpr.edu.br","Elsevier B.V."
"Wu Z., Yu J., Yuan J., Tan M.","57203291164;7405525050;56383228300;14034568900;","Towards a gliding robotic dolphin: Design, modeling, and experiments",2019,"IEEE/ASME Transactions on Mechatronics","24","1", 8604063,"260","270",,19,"10.1109/TMECH.2019.2891290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061647028&doi=10.1109%2fTMECH.2019.2891290&partnerID=40&md5=3c8f5e5e95a4cdc0aebf7347b464dd9e","State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; Beijing Innovation Center for Engineering, Science and Advanced Technology, Peking University, Beijing, 100871, China","Wu, Z., State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; Yu, J., State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China, Beijing Innovation Center for Engineering, Science and Advanced Technology, Peking University, Beijing, 100871, China; Yuan, J., State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China; Tan, M., State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China","Dolphin-like swimming; gliding robotic dolphin; modeling and control; underwater robotics","Controllers; Disturbance rejection; Dynamic models; Fins (heat exchange); Robot applications; Robotics; Active disturbance rejection controls; Application environment; Bio-inspired robotics; Central pattern generator; Modeling and control; Robotic dolphin; Threedimensional (3-d); Underwater robotics; Dolphins (structures)","National Natural Science Foundation of China

Chinese Academy of Sciences","Manuscript received July 24, 2018; revised September 20, 2018; accepted December 31, 2018. Date of publication January 7, 2019; date of current version February 14, 2019. This work was supported in part by the National Natural Science Foundation of China under Grant 61603388, Grant 61633017, Grant 61725305, and Grant 61421004, and in part by Key Research Program of Frontier Sciences, CAS, under Grant QYZDJ-SSW-JSC004. Recommended by Technical Editor T. W. Seo. (Corresponding author: Junzhi Yu.) Z. Wu, J. Yuan, and M. Tan are with the State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China (e-mail:, zhengxing. wu@ia.ac.cn; yuanjun2012@ia.ac.cn; min.tan@ia.ac.cn).",,,"Yu, J.; State Key Laboratory of Management and Control for Complex Systems, China; email: junzhi.yu@ia.ac.cn","Institute of Electrical and Electronics Engineers Inc."
"Wang D., Abdalla M.M., Wang Z.-P., Su Z.","56397307200;7102448308;24438600700;36446771400;","Streamline stiffener path optimization (SSPO) for embedded stiffener layout design of non-uniform curved grid-stiffened composite (NCGC) structures",2019,"Computer Methods in Applied Mechanics and Engineering","344",,,"1021","1050",,26,"10.1016/j.cma.2018.09.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055746609&doi=10.1016%2fj.cma.2018.09.013&partnerID=40&md5=ca56848cee2ba7cb80c5c03e1f8620a1","Institute of High Performance Computing (IHPC), Agency for Science, Technology and Research (A*STAR), 1 Fusionopolis Way138632, Singapore; Zewail City of Science and Technology, Sheikh Zayed District, Giza, 12588, Egypt; Department of Civil and Environmental Engineering, National University of Singapore, No.1 Engineering Drive 2117576, Singapore","Wang, D., Institute of High Performance Computing (IHPC), Agency for Science, Technology and Research (A*STAR), 1 Fusionopolis Way138632, Singapore; Abdalla, M.M., Zewail City of Science and Technology, Sheikh Zayed District, Giza, 12588, Egypt; Wang, Z.-P., Department of Civil and Environmental Engineering, National University of Singapore, No.1 Engineering Drive 2117576, Singapore; Su, Z., Institute of High Performance Computing (IHPC), Agency for Science, Technology and Research (A*STAR), 1 Fusionopolis Way138632, Singapore","Bio-inspired; Buckling; Embedded curved stiffeners; Multiscale modeling; Non-uniform curved grid-stiffened composite (NCGC) structures; Streamline stiffener path optimization (SSPO)","Buckling; Numerical methods; Shape optimization; Bio-inspired; Embedded curved stiffeners; Multi-scale Modeling; Path optimizations; Stiffened composite; Structural design","University of Science and Technology Beijing","The authors would like to thank Kezhi Wang from University of Science & Technology Beijing for allowing us to use the Victoria leaf photos.",,,"Wang, D.; Institute of High Performance Computing (IHPC), 1 Fusionopolis Way, Singapore; email: wang_dan@ihpc.a-star.edu.sg","Elsevier B.V."
"García J., Crawford B., Soto R., Astorga G.","7406129672;23395875300;24403038600;57189029937;","A clustering algorithm applied to the binarization of Swarm intelligence continuous metaheuristics",2019,"Swarm and Evolutionary Computation","44",,,"646","664",,32,"10.1016/j.swevo.2018.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054038805&doi=10.1016%2fj.swevo.2018.08.006&partnerID=40&md5=5c337f7a0390859dca63dc9c7c43d3c8","Pontificia Universidad Católica de Valparaíso, Valparaíso, 2362807, Chile; Telefónica Investigación y Desarrollo, Santiago, Chile; Universidad de Valparaíso, Valparaíso, 2361864, Chile","García, J., Pontificia Universidad Católica de Valparaíso, Valparaíso, 2362807, Chile, Telefónica Investigación y Desarrollo, Santiago, Chile; Crawford, B., Pontificia Universidad Católica de Valparaíso, Valparaíso, 2362807, Chile; Soto, R., Pontificia Universidad Católica de Valparaíso, Valparaíso, 2362807, Chile; Astorga, G., Pontificia Universidad Católica de Valparaíso, Valparaíso, 2362807, Chile, Universidad de Valparaíso, Valparaíso, 2361864, Chile","Bio-inspired computation; Clustering; Combinatorial optimization; Machine learning; Swarm intelligence; Unsupervised learning","Benchmarking; Combinatorial optimization; Heuristic algorithms; Learning systems; Operations research; Optimization; Swarm intelligence; Unsupervised learning; Binarization algorithm; Bio inspired computation; Clustering; Combinatorial problem; K-means clustering techniques; Set covering problem; State-of-the-art algorithms; Tuning of parameters; Clustering algorithms","Fondo Nacional de Desarrollo Científico y Tecnológico","Broderick Crawford is supported by Grant CONICYT/FONDECYT /REGULAR/ 1171243 . Ricardo Soto is supported by Grant CONICYT/FONDECYT /REGULAR/ 1160455 .","Broderick Crawford is supported by Grant CONICYT/FONDECYT/REGULAR/1171243. Ricardo Soto is supported by Grant CONICYT/FONDECYT/REGULAR/1160455.",,"García, J.; Pontificia Universidad Católica de ValparaísoChile; email: joseantonio.garcia@telefonica.com","Elsevier B.V."
"Arora S., Anand P.","55975433400;57198233679;","Binary butterfly optimization approaches for feature selection",2019,"Expert Systems with Applications","116",,,"147","160",,109,"10.1016/j.eswa.2018.08.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053378069&doi=10.1016%2fj.eswa.2018.08.051&partnerID=40&md5=27473448bf71dc4180d90a295473e364","DAV University, Jalandhar, Punjab, India; Lovely Professional University, Jalandhar, Punjab, India","Arora, S., DAV University, Jalandhar, Punjab, India; Anand, P., Lovely Professional University, Jalandhar, Punjab, India","Binary butterfly optimization algorithm; Bio-inspired optimization; Butterfly optimization algorithm; Feature selection","Classification (of information); Optimization; Bio-inspired optimizations; Classification accuracy; Classification tasks; Feature selection problem; Informative attributes; Minimizing the number of; Optimization algorithms; Optimization approach; Feature extraction",,,,,"Arora, S.; DAV UniversityIndia; email: sankalap.arora@gmail.com","Elsevier Ltd"
"Khan M.H.A., Jain R., Thakur L., Kumar S.K., Tiwari M.K.","57204006778;57220739512;7003859504;55500523500;35427952100;","Exploiting co-existence and co-evolution of mutualistic communities: A stable algorithm based on the plant-pollinator interactions",2019,"Computers and Industrial Engineering","128",,,"637","650",,,"10.1016/j.cie.2018.12.060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059690700&doi=10.1016%2fj.cie.2018.12.060&partnerID=40&md5=8fb9450798758333e2dd9d373054bfe0","Department of Industrial and Systems Engineering, Indian Institute of Technology, Kharagpur, India; Management Department, School of Business, University of Connecticut, Storrs, United States","Khan, M.H.A., Department of Industrial and Systems Engineering, Indian Institute of Technology, Kharagpur, India; Jain, R., Department of Industrial and Systems Engineering, Indian Institute of Technology, Kharagpur, India; Thakur, L., Management Department, School of Business, University of Connecticut, Storrs, United States; Kumar, S.K., Department of Industrial and Systems Engineering, Indian Institute of Technology, Kharagpur, India; Tiwari, M.K., Department of Industrial and Systems Engineering, Indian Institute of Technology, Kharagpur, India","Bio-inspired algorithms; Biological systems; Continuous and discrete optimization; Stochastic process","Benchmarking; Biological systems; Biology; Oil tankers; Particle swarm optimization (PSO); Random processes; Stochastic systems; Bench-mark problems; Bio-inspired algorithms; Competitive performance; Continuous and discrete optimization; Convergence characteristics; Discrete optimization problems; Optimization algorithms; Statistical inference; Bioinformatics",,,,,"Tiwari, M.K.; Department of Industrial and Systems Engineering, India; email: mkt09@hotmail.com","Elsevier Ltd"
"Datta A., Bhatia V.","57193803402;12243715900;","A near maximum likelihood performance modified firefly algorithm for large MIMO detection",2019,"Swarm and Evolutionary Computation","44",,,"828","839",,14,"10.1016/j.swevo.2018.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053670217&doi=10.1016%2fj.swevo.2018.09.004&partnerID=40&md5=3b7f9b65ebbc3ca0c51905512f1eb2f3","Discipline of Electrical Engineering, Indian Institute of Technology Indore, India","Datta, A., Discipline of Electrical Engineering, Indian Institute of Technology Indore, India; Bhatia, V., Discipline of Electrical Engineering, Indian Institute of Technology Indore, India","Channel estimation error; Firefly algorithm; Maximum likelihood; Minimum mean square error; Multiple-input multiple-output; Successive interference cancellation","Ant colony optimization; Antennas; Artificial intelligence; Bioluminescence; Bit error rate; Channel estimation; Codes (symbols); Error statistics; Errors; Feedback control; Fire protection; Heuristic algorithms; Maximum likelihood; Maximum likelihood estimation; Mean square error; Particle swarm optimization (PSO); Stochastic systems; Telecommunication repeaters; Binary particle swarm optimization; Bit error rate (BER) performance; Channel estimation errors; Firefly algorithms; Maximum likelihood performance; Minimum mean square errors; Modified firefly algorithms; Successive interference cancellations; MIMO systems","Ministry of Electronics and Information technology

Research and Development","This publication is an outcome of the research and development work undertaken project under the Visvesvaraya PhD scheme of Ministry of Electronics and Information Technology, Government of India, being implemented by Digital India Corporation.",,,"Datta, A.; Discipline of Electrical Engineering, India; email: phd1601102003@iiti.ac.in","Elsevier B.V."
"Dong S., Bi Z., Tian Y., Huang T.","56106282000;57203222814;7402840445;8914299500;","Spike Coding for Dynamic Vision Sensor in Intelligent Driving",2019,"IEEE Internet of Things Journal","6","1", 8477002,"60","71",,6,"10.1109/JIOT.2018.2872984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054369921&doi=10.1109%2fJIOT.2018.2872984&partnerID=40&md5=4d96450ffd8db601fa0474b0ead83724","School of Electronics Engineering and Computer Science, Peking University, Beijing, 100871, China; Pengcheng Laboratory, Shenzhen, 518055, China; School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, 518055, China","Dong, S., School of Electronics Engineering and Computer Science, Peking University, Beijing, 100871, China, Pengcheng Laboratory, Shenzhen, 518055, China; Bi, Z., School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, 518055, China; Tian, Y., School of Electronics Engineering and Computer Science, Peking University, Beijing, 100871, China, Pengcheng Laboratory, Shenzhen, 518055, China; Huang, T., School of Electronics Engineering and Computer Science, Peking University, Beijing, 100871, China, Pengcheng Laboratory, Shenzhen, 518055, China","Dynamic vision sensor (DVS); intelligent driving; measurement of spike train distance; spike coding","Cameras; Codes (symbols); Computer vision; Data compression ratio; Digital storage; Encoding (symbols); Geometry; Image coding; Internet of things; Motion compensation; Motion estimation; Redundancy; Voltage control; Dynamic vision sensors; intelligent driving; Spike coding; Spike train; Vision sensors; Video signal processing","National Natural Science Foundation of China

Beijing Municipal Science and Technology Commission

National Basic Research Program of China (973 Program)","Manuscript received April 13, 2018; revised September 3, 2018; accepted September 20, 2018. Date of publication October 1, 2018; date of current version February 25, 2019. This work was supported in part by the National Basic Research Program of China under Grant 2015CB351806, in part by the National Natural Science Foundation of China under Contract 61390515, Contract U1611461, and Contract 61425025, and in part by the Beijing Municipal Commission of Science and Technology under Contract Z171100000117008. (Corresponding author: Yonghong Tian.) S. Dong, Y. Tian, and T. Huang are with the School of Electronics Engineering and Computer Science, Peking University, Beijing 100871, China, and also with Pengcheng Laboratory, Shenzhen 518055, China (e-mail: swdong@pku.edu.cn; yhtian@pku.edu.cn; tjhuang@pku.edu.cn).",,,"Tian, Y.; School of Electronics Engineering and Computer Science, China; email: yhtian@pku.edu.cn","Institute of Electrical and Electronics Engineers Inc."
"Adewole K.S., Anuar N.B., Kamsin A., Sangaiah A.K.","57189331803;22733749500;16245137900;55616335800;","SMSAD: a framework for spam message and spam account detection",2019,"Multimedia Tools and Applications","78","4",,"3925","3960",,7,"10.1007/s11042-017-5018-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025430846&doi=10.1007%2fs11042-017-5018-x&partnerID=40&md5=a0fb278bf526d58cb3221095395c33bc","Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia; Faculty of Communication and Information Sciences, University of Ilorin, Ilorin, Nigeria; VIT University, Vellore, 632014, India","Adewole, K.S., Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia, Faculty of Communication and Information Sciences, University of Ilorin, Ilorin, Nigeria; Anuar, N.B., Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia; Kamsin, A., Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia; Sangaiah, A.K., VIT University, Vellore, 632014, India","Evolutionary computation; Machine learning; Microblog; Online social network; Spam account; Spam message","Artificial intelligence; Evolutionary algorithms; Feature extraction; Learning systems; Content-based methods; Evolutionary search; Evolutionary search algorithms; Micro-blog; On-line social networks; Spam account; Spam identification; Spam messages; Social networking (online)","","Acknowledgements The work of the authors is supported by University Malaya Research Grant Programme (Equitable Society) under grant RP032B-16SBS.","The work of the authors is supported by University Malaya Research Grant Programme (Equitable Society) under grant RP032B-16SBS.",,"Adewole, K.S.; Faculty of Communication and Information Sciences, Nigeria; email: adewole.ks@siswa.um.edu.my","Springer New York LLC"
"Li S., Fan X., Xu Y., Huang J.","56227390000;22234331700;34878145700;57188831431;","Adaptive V1-MT model for motion perception",2019,"KSII Transactions on Internet and Information Systems","13","1",,"371","384",,,"10.3837/tiis.2019.01.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061506088&doi=10.3837%2ftiis.2019.01.021&partnerID=40&md5=f49347d3a4638bca1bc26e7fdd85d2ef","Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi’an, Shaanxi  710038, China","Li, S., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi’an, Shaanxi  710038, China; Fan, X., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi’an, Shaanxi  710038, China; Xu, Y., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi’an, Shaanxi  710038, China; Huang, J., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi’an, Shaanxi  710038, China","Bio-inspired approach; Motion perception; MT; Optical flow; TV-Gabor; V1","Optical flows; Textures; Bio-inspired approach; Computational costs; Motion perception; Multi-scale approaches; Primary visual cortex; Pyramidal decomposition; Spatio-temporal filter; Total variation semi norms; Vision",,,,,"Li, S.; Aeronautics and Astronautics Engineering College, China; email: lishuailisuai@163.com","Korean Society for Internet Information"
"Cicconofri G., DeSimone A.","56502274600;57216603232;","Modelling biological and bio-inspired swimming at microscopic scales: Recent results and perspectives",2019,"Computers and Fluids","179",,,"799","805",,11,"10.1016/j.compfluid.2018.07.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051761089&doi=10.1016%2fj.compfluid.2018.07.020&partnerID=40&md5=40822a045828c64be7c5b1a0d43d8bf9","GSSI-Gran Sasso Science Institute, Viale Francesco Crispi 7, L'Aquila, 67100, Italy; SISSA-International School for Advanced Studies, via Bonomea 265, Trieste, 34136, Italy","Cicconofri, G., GSSI-Gran Sasso Science Institute, Viale Francesco Crispi 7, L'Aquila, 67100, Italy; DeSimone, A., SISSA-International School for Advanced Studies, via Bonomea 265, Trieste, 34136, Italy","Cell motility; Control of stokes system; Fluid-structure interaction; Helical trajectories; Low Reynolds number flows; Micro-swimmers; Soft robotics","Mutagenesis; Propulsion; Reynolds number; Self assembly; Cell motility; Helical trajectory; Low Reynolds number flow; Micro-swimmer; Soft robotics; Stokes system; Fluid structure interaction","European Research Council","We gratefully acknowledge the support by the European Research Council through the ERC Advanced Grant 340685-MicroMotility. ADS thanks F. Alouges and M. Tucsnak for valuable discussions, respectively related to recognising that the traveling bending waves of Section 4.2 represent an instance of the “No looping? no party!” locomotion principle, and the second leading to the realisation that the Helix Theorem of Section 5.2 applies to periodic ciliar propulsion just as well as to flagellar propulsion.",,,"DeSimone, A.; SISSA-International School for Advanced Studies, via Bonomea 265, Italy; email: desimone@sissa.it","Elsevier Ltd"
"Chang P.-C., Wu J.-L., Xu Y., Zhang M., Lu X.-Y.","56122892000;36816648000;57188931857;55553733826;56065759600;","Bike sharing demand prediction using artificial immune system and artificial neural network",2019,"Soft Computing","23","2",,"613","626",,12,"10.1007/s00500-017-2909-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032798937&doi=10.1007%2fs00500-017-2909-8&partnerID=40&md5=289218317b566d472a4dcc4bb482cc75","School of Software, Nanchang University, Nanchang, Jiangxi, China; Institute of Information Science, Academia Sinica, Taipei, Taiwan; College of Management and Economics, Tianjin University, Tianjin, China; Office of Academic Affairs, Zhuhai College of Beijing Institute of Technology, Zhuhai, Guangdong  519088, China","Chang, P.-C., School of Software, Nanchang University, Nanchang, Jiangxi, China, Office of Academic Affairs, Zhuhai College of Beijing Institute of Technology, Zhuhai, Guangdong  519088, China; Wu, J.-L., Institute of Information Science, Academia Sinica, Taipei, Taiwan; Xu, Y., College of Management and Economics, Tianjin University, Tianjin, China; Zhang, M., College of Management and Economics, Tianjin University, Tianjin, China; Lu, X.-Y., School of Software, Nanchang University, Nanchang, Jiangxi, China","Artificial immune system; Artificial neural network; Bike sharing demand; Bio-inspired computation; Numerical prediction","Antibodies; Bicycles; Clone cells; Immune system; Neural networks; Artificial Immune System; Bike sharing demand; Bio inspired computation; Forecasting models; Forecasting techniques; Numerical predictions; Performance indicators; Similarity measuring; Forecasting",,"Acknowledgements This research is conducted under the support of Yuan Ze University. There are no other fundings for this research.",,,"Chang, P.-C.; Office of Academic Affairs, China; email: iepchang@saturn.yzu.edu.tw","Springer Verlag"
"Hwang M.-C., Huang C.-J., Liu F.","57205535142;57201619481;57190882429;","Application of Support Vector Machine in designing Theo Jansen linkages",2019,"Applied Sciences (Switzerland)","9","3", 371,"","",,1,"10.3390/app9030371","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060382337&doi=10.3390%2fapp9030371&partnerID=40&md5=c3f0e1b9f6c3868628600d753c1f4773","School of Electrical Engineering and Automation, Jiangxi University of Science and Technology, Ganzhou, 341000, China","Hwang, M.-C., School of Electrical Engineering and Automation, Jiangxi University of Science and Technology, Ganzhou, 341000, China; Huang, C.-J., School of Electrical Engineering and Automation, Jiangxi University of Science and Technology, Ganzhou, 341000, China; Liu, F., School of Electrical Engineering and Automation, Jiangxi University of Science and Technology, Ganzhou, 341000, China","Machine vision; Support Vector Machine; Theo Jansen linkage",,"","Funding: This research was funded by Jiangxi University of Science and Technology, People’s Republic of China (Grant No. JXXJBS18018).",,,"Hwang, M.-C.; School of Electrical Engineering and Automation, China; email: aemchwang@163.com","MDPI AG"
"Palmieri N., Yang X.-S., De Rango F., Marano S.","56985728000;35754063200;35588545300;7005097039;","Comparison of bio-inspired algorithms applied to the coordination of mobile robots considering the energy consumption",2019,"Neural Computing and Applications","31","1",,"263","286",,16,"10.1007/s00521-017-2998-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018747410&doi=10.1007%2fs00521-017-2998-4&partnerID=40&md5=8fb69037deb69d79c7ac473b455878ee","Department of Computer Engineering, Modeling, Electronics and Systems Science, University of Calabria, Rende, Italy; School of Design Engineering and Mathematics, Middlesex University, London, United Kingdom","Palmieri, N., Department of Computer Engineering, Modeling, Electronics and Systems Science, University of Calabria, Rende, Italy; Yang, X.-S., School of Design Engineering and Mathematics, Middlesex University, London, United Kingdom; De Rango, F., Department of Computer Engineering, Modeling, Electronics and Systems Science, University of Calabria, Rende, Italy; Marano, S., Department of Computer Engineering, Modeling, Electronics and Systems Science, University of Calabria, Rende, Italy","Energy consumption; Metaheuristics; Multi-robot systems; Nature-inspired algorithms; Swarm intelligence","Ant colony optimization; Bioluminescence; Energy utilization; Heuristic algorithms; Intelligent robots; Mobile robots; Multipurpose robots; Particle swarm optimization (PSO); Autonomous Mobile Robot; Bio-inspired algorithms; Computational studies; Extensive simulations; Meta heuristics; Multi-robot systems; Nature inspired algorithms; Optimization modeling; Swarm intelligence",,,,,"Palmieri, N.; Department of Computer Engineering, Italy; email: n.palmieri@dimes.unical.it","Springer London"
"Murmu M.K., Singh A.K.","56538434600;55487558400;","A bio-inspired leader election protocol for cognitive radio networks",2019,"Cluster Computing","22",,,"1665","1678",,1,"10.1007/s10586-017-1677-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040092369&doi=10.1007%2fs10586-017-1677-7&partnerID=40&md5=60209e608955bd5fca8271867c8240b8","Department of Computer Engineering, National Institute of Technology, Kurukshetra, Haryana  136119, India","Murmu, M.K., Department of Computer Engineering, National Institute of Technology, Kurukshetra, Haryana  136119, India; Singh, A.K., Department of Computer Engineering, National Institute of Technology, Kurukshetra, Haryana  136119, India","Ant colony system; Bio-inspired network; Cognitive radio network; Diffusion computation; Leader","Ant colony optimization; Evaporation; Radio; Radio systems; Ant colony systems; Bio-inspired networks; Cognitive radio network; Cognitive radio network (CRN); Leader; Leader election algorithm; Leader election protocols; Meta-heuristic methods; Cognitive radio",,,,,"Singh, A.K.; Department of Computer Engineering, India; email: aksinreck@gmail.com","Springer New York LLC"
"Jayanthi N., Valluvan K.R.","57194009181;26428598800;","Hybrid routing algorithm for improving path selection in sustainable network",2019,"Cluster Computing","22",,,"323","334",,,"10.1007/s10586-018-1903-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041896917&doi=10.1007%2fs10586-018-1903-y&partnerID=40&md5=5737450ea2e9bdd7ce8789a1edbdf33b","Department of Computer Science and Engineering, Velalar College of Engineering and Technology, Erode, Tamil Nadu  638012, India; Department of Electronics and Communication Engineering, Velalar College of Engineering and Technology, Erode, Tamil Nadu  638012, India","Jayanthi, N., Department of Computer Science and Engineering, Velalar College of Engineering and Technology, Erode, Tamil Nadu  638012, India; Valluvan, K.R., Department of Electronics and Communication Engineering, Velalar College of Engineering and Technology, Erode, Tamil Nadu  638012, India","DNA sequencing; Evolutionary computing; Meta-heuristic algorithm; Multipath routing; Optimal path; Routing with mobility; Sustainable network","Ant colony optimization; Bioinformatics; DNA sequences; Dynamic programming; Energy utilization; Gene encoding; Heuristic algorithms; Multipath propagation; Particle swarm optimization (PSO); Routing algorithms; Routing protocols; Sensor nodes; DNA Sequencing; Evolutionary computing; Meta heuristic algorithm; Multi path routing; Optimal paths; Power management (telecommunication)",,,,,"Jayanthi, N.; Department of Computer Science and Engineering, India; email: phdjayanthi1979@gmail.com","Springer New York LLC"
"Edla D.R., Kongara M.C., Cheruku R.","55180602300;57201502118;57192668520;","A PSO Based Routing with Novel Fitness Function for Improving Lifetime of WSNs",2019,"Wireless Personal Communications","104","1",,"73","89",,20,"10.1007/s11277-018-6009-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054305783&doi=10.1007%2fs11277-018-6009-6&partnerID=40&md5=766144178d883bd6d966b5bbed04facc","National Institute of Technology Goa, Ponda, Goa  403401, India","Edla, D.R., National Institute of Technology Goa, Ponda, Goa  403401, India; Kongara, M.C., National Institute of Technology Goa, Ponda, Goa  403401, India; Cheruku, R., National Institute of Technology Goa, Ponda, Goa  403401, India","Clustering; Energy efficient routing; Network lifetime; Particle swarm optimization; Wireless sensor networks","Base stations; Energy efficiency; Low power electronics; Particle swarm optimization (PSO); Sensor nodes; Wireless sensor networks; Bio-inspired approach; Clustering; Energy efficient routing; Environmental conditions; Fitness functions; Network lifetime; Routing information; Wireless sensor network (WSNs); Gateways (computer networks)",,,,,"Edla, D.R.; National Institute of Technology GoaIndia; email: dr.reddy@nitgoa.ac.in","Springer New York LLC"
